OccGroup,Score,pool_n,pm,n,im,state,round
2346 Medical Laboratory Scientists,70,3.0,2024-12-07 05:27:48.999999968,0.0,,UNTOUCHED,2024-09
2346 Medical Laboratory Scientists,75,4.0,2026-02-01 04:55:31.000000189,0.0,,UNTOUCHED,2024-09
2346 Medical Laboratory Scientists,80,3.0,2025-01-09 04:59:44.000000237,11.0,2024-08-29 17:32:24.999999740,PARTIAL,2024-09
2346 Medical Laboratory Scientists,85,0.0,,4.0,2024-08-20 15:05:35.999999966,PARTIAL,2024-09
2346 Medical Laboratory Scientists,90,1.0,2024-09-05 20:52:31.000000022,0.0,,UNTOUCHED,2024-09
2347 Veterinarians,70,1.0,2025-08-31 04:55:34.999999870,0.0,,UNTOUCHED,2024-09
2347 Veterinarians,75,3.0,2025-10-26 05:11:45.999999911,0.0,,UNTOUCHED,2024-09
2347 Veterinarians,80,2.0,2024-08-22 04:52:14.000000033,0.0,,UNTOUCHED,2024-09
2347 Veterinarians,95,0.0,,4.0,2024-09-04 23:33:23.000000094,PARTIAL,2024-09
2347 Veterinarians,115,0.0,,2.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-09
2349 Other Natural and Physical Science Professionals,65,1.0,2026-07-11 04:55:42.999999853,0.0,,UNTOUCHED,2024-09
2349 Other Natural and Physical Science Professionals,70,3.0,2026-03-20 04:55:42.999999853,0.0,,UNTOUCHED,2024-09
2349 Other Natural and Physical Science Professionals,75,7.0,2026-05-08 04:56:01.999999896,0.0,,UNTOUCHED,2024-09
2349 Other Natural and Physical Science Professionals,80,1.0,2024-09-26 12:50:02.999999797,0.0,,UNTOUCHED,2024-09
2349 Other Natural and Physical Science Professionals,85,2.0,2024-09-25 21:39:44.999999916,0.0,,UNTOUCHED,2024-09
2349 Other Natural and Physical Science Professionals,95,0.0,,2.0,2024-08-13 04:54:34.000000070,PARTIAL,2024-09
2349 Other Natural and Physical Science Professionals,100,1.0,2025-07-08 05:15:30.000000101,1.0,2024-08-25 22:39:39.999999795,PARTIAL,2024-09
2411 Early Childhood (Pre-primary School) Teachers,45,1.0,2024-09-20 04:53:25.999999892,0.0,,UNTOUCHED,2024-09
2411 Early Childhood (Pre-primary School) Teachers,50,3.0,2024-11-14 04:56:55.999999947,0.0,,UNTOUCHED,2024-09
2411 Early Childhood (Pre-primary School) Teachers,55,1.0,2024-10-02 04:56:17.000000257,0.0,,UNTOUCHED,2024-09
2411 Early Childhood (Pre-primary School) Teachers,60,10.0,2025-09-21 05:01:31.999999710,0.0,,UNTOUCHED,2024-09
2411 Early Childhood (Pre-primary School) Teachers,65,87.0,2026-07-13 04:58:58.000000177,0.0,,UNTOUCHED,2024-09
2411 Early Childhood (Pre-primary School) Teachers,70,110.0,2026-08-18 04:56:31.999999989,0.0,,UNTOUCHED,2024-09
2411 Early Childhood (Pre-primary School) Teachers,75,104.0,2026-08-07 04:55:50.000000232,11.0,2024-08-21 04:52:55.999999790,PARTIAL,2024-09
2411 Early Childhood (Pre-primary School) Teachers,80,75.0,2026-05-25 05:00:53.000000029,186.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-09
2411 Early Childhood (Pre-primary School) Teachers,85,11.0,2025-08-20 04:55:26.999999886,58.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-09
2411 Early Childhood (Pre-primary School) Teachers,90,0.0,,6.0,2024-08-26 19:22:26.999999719,PARTIAL,2024-09
2414 Secondary School Teachers,55,1.0,2025-01-08 04:55:53.000000307,0.0,,UNTOUCHED,2024-09
2414 Secondary School Teachers,60,3.0,2026-03-17 04:55:28.000000122,0.0,,UNTOUCHED,2024-09
2414 Secondary School Teachers,65,16.0,2025-10-21 04:55:41.000000013,0.0,,UNTOUCHED,2024-09
2414 Secondary School Teachers,70,13.0,2026-04-09 04:55:13.999999987,0.0,,UNTOUCHED,2024-09
2414 Secondary School Teachers,75,11.0,2025-10-11 04:56:11.999999719,8.0,2024-08-29 05:24:47.999999779,PARTIAL,2024-09
2414 Secondary School Teachers,80,7.0,2025-03-23 04:56:52.000000267,63.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-09
2414 Secondary School Teachers,85,2.0,2024-09-30 17:07:33.999999467,16.0,2024-09-05 02:43:36.000000059,PARTIAL,2024-09
2415 Special Education Teachers,65,1.0,2024-10-26 04:58:53.000000261,0.0,,UNTOUCHED,2024-09
2415 Special Education Teachers,80,0.0,,2.0,2024-08-26 00:50:34.000000126,PARTIAL,2024-09
2421 University Lecturers and Tutors,45,1.0,2024-10-25 04:54:59.000000256,0.0,,UNTOUCHED,2024-09
2421 University Lecturers and Tutors,55,4.0,2025-09-16 04:54:35.999999910,0.0,,UNTOUCHED,2024-09
2421 University Lecturers and Tutors,60,9.0,2026-07-12 05:07:29.000000182,0.0,,UNTOUCHED,2024-09
2421 University Lecturers and Tutors,65,23.0,2026-07-31 04:56:47.999999964,0.0,,UNTOUCHED,2024-09
2421 University Lecturers and Tutors,70,16.0,2025-03-12 05:01:18.999999819,0.0,,UNTOUCHED,2024-09
2421 University Lecturers and Tutors,75,17.0,2026-04-22 04:54:37.999999742,0.0,,UNTOUCHED,2024-09
2421 University Lecturers and Tutors,80,18.0,2026-06-08 04:54:29.999999759,0.0,,UNTOUCHED,2024-09
2421 University Lecturers and Tutors,85,13.0,2025-06-22 05:31:42.999999983,0.0,,UNTOUCHED,2024-09
2421 University Lecturers and Tutors,90,14.0,2024-10-14 10:16:39.999999694,4.0,2024-11-05 04:56:36.999999905,CLEARED,2024-09
2421 University Lecturers and Tutors,95,5.0,2024-09-28 14:05:30.000000027,13.0,2024-08-29 12:32:07.999999955,PARTIAL,2024-09
2421 University Lecturers and Tutors,100,1.0,2025-01-08 04:55:53.000000307,12.0,2024-08-13 13:44:48.000000131,PARTIAL,2024-09
2421 University Lecturers and Tutors,105,0.0,,1.0,2023-12-26 04:47:16.999999756,PARTIAL,2024-09
2512 Medical Imaging Professionals,65,3.0,2026-05-04 05:07:14.999999424,0.0,,UNTOUCHED,2024-09
2512 Medical Imaging Professionals,70,1.0,2024-09-03 23:30:10.999999846,0.0,,UNTOUCHED,2024-09
2512 Medical Imaging Professionals,75,1.0,2024-09-15 23:25:43.000000066,2.0,2024-07-01 04:49:20.999999827,PARTIAL,2024-09
2512 Medical Imaging Professionals,80,0.0,,7.0,2024-09-02 04:51:21.000000216,PARTIAL,2024-09
2512 Medical Imaging Professionals,85,2.0,2024-09-20 08:17:13.999999894,1.0,2024-08-05 05:41:51.000000031,PARTIAL,2024-09
2514 Optometrists and Orthoptists,75,1.0,2024-03-18 04:38:32.000000248,0.0,,UNTOUCHED,2024-09
2514 Optometrists and Orthoptists,80,1.0,2024-09-10 11:45:06.999999960,3.0,2024-07-25 04:47:54.999999833,PARTIAL,2024-09
2514 Optometrists and Orthoptists,85,0.0,,2.0,2024-07-27 14:25:01.000000300,PARTIAL,2024-09
2519 Other Health Diagnostic and Promotion Professionals,75,1.0,2024-05-10 04:48:02.999999825,0.0,,UNTOUCHED,2024-09
2519 Other Health Diagnostic and Promotion Professionals,80,0.0,,1.0,2024-04-05 19:36:39.999999833,PARTIAL,2024-09
2521 Chiropractors and Osteopaths,80,0.0,,3.0,2024-08-30 15:03:01.999999794,PARTIAL,2024-09
2524 Occupational Therapists,60,1.0,2024-04-08 04:44:32.000000156,0.0,,UNTOUCHED,2024-09
2524 Occupational Therapists,65,5.0,2025-12-19 04:55:28.000000122,0.0,,UNTOUCHED,2024-09
2524 Occupational Therapists,70,7.0,2026-03-12 04:57:02.999999695,0.0,,UNTOUCHED,2024-09
2524 Occupational Therapists,75,5.0,2025-07-31 04:54:21.999999775,4.0,2024-06-11 04:47:40.999999706,PARTIAL,2024-09
2524 Occupational Therapists,80,5.0,2025-08-10 05:00:32.999999751,35.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-09
2524 Occupational Therapists,85,2.0,2024-09-26 00:13:20.000000305,7.0,2024-09-03 05:45:49.999999953,PARTIAL,2024-09
2524 Occupational Therapists,90,2.0,2024-09-27 19:51:56.999999831,3.0,2024-08-30 04:51:05.000000250,PARTIAL,2024-09
2525 Physiotherapists,55,1.0,2026-04-30 04:54:24.000000246,0.0,,UNTOUCHED,2024-09
2525 Physiotherapists,60,1.0,2024-09-05 10:08:16.000000068,0.0,,UNTOUCHED,2024-09
2525 Physiotherapists,65,16.0,2026-07-29 04:55:29.999999953,0.0,,UNTOUCHED,2024-09
2525 Physiotherapists,70,10.0,2025-07-01 05:09:19.000000126,0.0,,UNTOUCHED,2024-09
2525 Physiotherapists,75,11.0,2024-11-01 04:55:25.000000046,5.0,2024-02-17 04:46:31.999999923,PARTIAL,2024-09
2525 Physiotherapists,80,6.0,2025-04-19 05:15:33.000000168,46.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-09
2525 Physiotherapists,85,1.0,2024-09-09 14:02:20.999999855,12.0,2024-08-30 04:51:05.000000250,PARTIAL,2024-09
2525 Physiotherapists,90,3.0,2024-09-11 20:52:26.999999719,2.0,2024-08-03 11:21:22.000000026,PARTIAL,2024-09
2526 Podiatrists,65,1.0,2024-10-14 19:43:52.999999844,0.0,,UNTOUCHED,2024-09
2526 Podiatrists,80,0.0,,1.0,2024-08-13 04:54:34.000000070,PARTIAL,2024-09
2526 Podiatrists,85,0.0,,1.0,2024-06-28 13:42:04.000000135,PARTIAL,2024-09
2526 Podiatrists,90,0.0,,1.0,2024-07-30 23:01:15.000000139,PARTIAL,2024-09
2527 Speech Professionals and Audiologists,65,4.0,2026-07-13 04:58:58.000000177,0.0,,UNTOUCHED,2024-09
2527 Speech Professionals and Audiologists,70,8.0,2026-06-05 04:55:23.999999810,0.0,,UNTOUCHED,2024-09
2527 Speech Professionals and Audiologists,75,5.0,2024-10-09 06:03:52.000000165,2.0,2024-06-22 04:49:49.999999684,PARTIAL,2024-09
2527 Speech Professionals and Audiologists,80,1.0,2024-09-20 18:01:48.999999708,23.0,2024-09-04 14:56:42.000000230,PARTIAL,2024-09
2527 Speech Professionals and Audiologists,85,2.0,2024-09-21 19:12:16.999999822,8.0,2024-08-26 23:02:14.999999703,PARTIAL,2024-09
2531 General Practitioners and Resident Medical officers,65,3.0,2025-04-06 04:57:05.000000166,0.0,,UNTOUCHED,2024-09
2531 General Practitioners and Resident Medical officers,70,8.0,2025-06-16 04:53:40.000000018,0.0,,UNTOUCHED,2024-09
2531 General Practitioners and Resident Medical officers,75,8.0,2025-07-13 05:15:55.000000287,6.0,2024-06-17 04:45:39.000000107,PARTIAL,2024-09
2531 General Practitioners and Resident Medical officers,80,10.0,2025-04-01 05:21:53.999999968,61.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-09
2531 General Practitioners and Resident Medical officers,85,4.0,2024-09-22 18:35:01.999999766,27.0,2024-08-31 04:52:06.000000049,PARTIAL,2024-09
2531 General Practitioners and Resident Medical officers,90,1.0,2024-09-08 21:19:44.999999777,8.0,2024-08-28 21:01:22.999999918,PARTIAL,2024-09
2531 General Practitioners and Resident Medical officers,100,0.0,,1.0,2024-07-12 20:35:00.999999744,PARTIAL,2024-09
2531 General Practitioners and Resident Medical officers,110,0.0,,1.0,2024-08-14 07:51:11.999999998,PARTIAL,2024-09
2533 Internal Medicine Specialists,65,1.0,2024-09-16 18:41:31.000000179,0.0,,UNTOUCHED,2024-09
2533 Internal Medicine Specialists,70,1.0,2024-09-25 20:37:04.999999814,0.0,,UNTOUCHED,2024-09
2533 Internal Medicine Specialists,80,0.0,,3.0,2024-06-02 10:58:18.999999857,PARTIAL,2024-09
2533 Internal Medicine Specialists,85,0.0,,4.0,2024-07-31 23:51:33.999999903,PARTIAL,2024-09
2534 Psychiatrists,80,1.0,2024-09-07 18:10:06.999999821,1.0,2024-02-08 01:33:57.000000081,PARTIAL,2024-09
2534 Psychiatrists,85,0.0,,1.0,2024-08-04 05:22:46.000000179,PARTIAL,2024-09
2535 Surgeons,80,0.0,,1.0,2024-08-04 05:22:46.000000179,PARTIAL,2024-09
2539 Other Medical Practitioners,50,1.0,2024-07-20 04:50:16.000000105,0.0,,UNTOUCHED,2024-09
2539 Other Medical Practitioners,65,5.0,2024-09-23 17:48:11.000000856,0.0,,UNTOUCHED,2024-09
2539 Other Medical Practitioners,70,3.0,2025-08-01 04:54:45.000000129,0.0,,UNTOUCHED,2024-09
2539 Other Medical Practitioners,75,4.0,2024-09-24 21:12:42.000000220,2.0,2024-07-09 05:44:44.999999842,PARTIAL,2024-09
2539 Other Medical Practitioners,80,5.0,2025-07-02 05:20:51.999999933,59.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-09
2539 Other Medical Practitioners,85,6.0,2025-12-24 04:56:44.999999888,26.0,2024-09-05 04:52:33.000000075,PARTIAL,2024-09
2539 Other Medical Practitioners,90,3.0,2025-01-07 05:03:06.000000310,8.0,2024-09-05 04:52:33.000000075,PARTIAL,2024-09
2539 Other Medical Practitioners,95,0.0,,1.0,2024-08-16 22:24:16.999999655,PARTIAL,2024-09
2541 Midwives,65,1.0,2024-09-19 00:55:04.999999981,0.0,,UNTOUCHED,2024-09
2541 Midwives,75,2.0,2025-01-07 05:03:06.000000310,2.0,2023-11-25 04:46:03.000000057,PARTIAL,2024-09
2541 Midwives,80,1.0,2024-10-13 05:42:03.999999931,7.0,2024-08-06 16:12:40.000000176,PARTIAL,2024-09
2541 Midwives,85,0.0,,1.0,2024-08-07 19:08:59.000000061,PARTIAL,2024-09
2541 Midwives,90,0.0,,1.0,2024-08-26 18:37:50.000000064,PARTIAL,2024-09
2544 Registered Nurses,45,1.0,2024-09-27 04:52:39.999999823,0.0,,UNTOUCHED,2024-09
2544 Registered Nurses,50,1.0,2024-09-24 17:16:05.999999715,0.0,,UNTOUCHED,2024-09
2544 Registered Nurses,55,3.0,2025-10-28 04:58:58.000000177,0.0,,UNTOUCHED,2024-09
2544 Registered Nurses,60,13.0,2026-03-25 04:54:35.000000305,0.0,,UNTOUCHED,2024-09
2544 Registered Nurses,65,170.0,2026-08-03 04:59:30.000000111,0.0,,UNTOUCHED,2024-09
2544 Registered Nurses,70,168.0,2026-07-19 05:21:30.000000018,0.0,,UNTOUCHED,2024-09
2544 Registered Nurses,75,103.0,2025-06-26 04:53:35.999999715,40.0,2024-09-02 04:51:21.000000216,PARTIAL,2024-09
2544 Registered Nurses,80,35.0,2025-05-06 04:54:37.000000137,215.0,2025-04-10 04:54:15.000000027,PARTIAL,2024-09
2544 Registered Nurses,85,14.0,2024-11-04 04:57:00.999999855,49.0,2024-09-03 20:06:35.000000138,PARTIAL,2024-09
2544 Registered Nurses,90,2.0,2024-09-18 15:42:51.000000022,5.0,2024-11-05 04:56:36.999999905,CLEARED,2024-09
2544 Registered Nurses,95,1.0,2024-09-18 06:19:31.000000272,0.0,,UNTOUCHED,2024-09
2544 Registered Nurses,100,1.0,2024-09-30 06:41:55.000000129,1.0,2024-07-26 18:16:46.000000050,PARTIAL,2024-09
2544 Registered Nurses,105,1.0,2025-01-07 05:03:06.000000310,0.0,,UNTOUCHED,2024-09
2544 Registered Nurses,115,0.0,,1.0,2024-05-16 11:07:18.999999736,PARTIAL,2024-09
2611 ICT Business and Systems Analysts,55,4.0,2026-03-23 04:57:16.000000217,0.0,,UNTOUCHED,2024-09
2611 ICT Business and Systems Analysts,60,15.0,2025-06-30 04:50:57.999999871,0.0,,UNTOUCHED,2024-09
2611 ICT Business and Systems Analysts,65,79.0,2026-08-18 04:56:31.999999989,0.0,,UNTOUCHED,2024-09
2611 ICT Business and Systems Analysts,70,94.0,2026-07-23 04:55:36.999999710,0.0,,UNTOUCHED,2024-09
2611 ICT Business and Systems Analysts,75,130.0,2026-07-28 05:01:53.999999829,0.0,,UNTOUCHED,2024-09
2611 ICT Business and Systems Analysts,80,117.0,2026-08-19 04:55:55.999999752,0.0,,UNTOUCHED,2024-09
2611 ICT Business and Systems Analysts,85,107.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2024-09
2611 ICT Business and Systems Analysts,90,97.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2024-09
2611 ICT Business and Systems Analysts,95,37.0,2026-05-19 04:54:53.999999717,1.0,2023-10-24 05:23:03.999999986,PARTIAL,2024-09
2611 ICT Business and Systems Analysts,100,3.0,2025-11-23 05:01:37.000000257,47.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-09
2611 ICT Business and Systems Analysts,105,0.0,,3.0,2024-08-15 04:50:56.000000031,PARTIAL,2024-09
2611 ICT Business and Systems Analysts,110,0.0,,1.0,2024-07-22 14:58:49.999999981,PARTIAL,2024-09
2612 Multimedia Specialists and Web Developers,60,1.0,2024-09-19 13:09:02.999999733,0.0,,UNTOUCHED,2024-09
2612 Multimedia Specialists and Web Developers,65,2.0,2026-02-26 04:55:23.000000206,0.0,,UNTOUCHED,2024-09
2612 Multimedia Specialists and Web Developers,70,1.0,2025-01-21 05:02:57.999999696,0.0,,UNTOUCHED,2024-09
2612 Multimedia Specialists and Web Developers,75,1.0,2025-04-28 04:55:44.999999693,0.0,,UNTOUCHED,2024-09
2612 Multimedia Specialists and Web Developers,80,2.0,2025-03-27 04:56:36.000000300,0.0,,UNTOUCHED,2024-09
2612 Multimedia Specialists and Web Developers,85,2.0,2026-07-27 05:01:28.000000038,0.0,,UNTOUCHED,2024-09
2612 Multimedia Specialists and Web Developers,90,4.0,2025-01-25 06:27:11.000000309,3.0,2024-08-06 04:52:58.999999866,PARTIAL,2024-09
2612 Multimedia Specialists and Web Developers,95,0.0,,4.0,2024-09-02 04:51:21.000000216,PARTIAL,2024-09
2613 Software and Applications Programmers,50,2.0,2024-09-25 17:07:33.999999467,0.0,,UNTOUCHED,2024-09
2613 Software and Applications Programmers,55,3.0,2025-04-21 04:53:52.999999918,0.0,,UNTOUCHED,2024-09
2613 Software and Applications Programmers,60,19.0,2026-05-02 05:09:35.000000092,0.0,,UNTOUCHED,2024-09
2613 Software and Applications Programmers,65,100.0,2026-08-12 05:05:07.000000313,0.0,,UNTOUCHED,2024-09
2613 Software and Applications Programmers,70,137.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2024-09
2613 Software and Applications Programmers,75,181.0,2026-08-24 04:55:15.999999827,0.0,,UNTOUCHED,2024-09
2613 Software and Applications Programmers,80,176.0,2026-08-14 04:55:58.999999820,0.0,,UNTOUCHED,2024-09
2613 Software and Applications Programmers,85,162.0,2026-08-10 04:58:42.999999816,0.0,,UNTOUCHED,2024-09
2613 Software and Applications Programmers,90,139.0,2026-05-12 04:54:29.000000154,18.0,2024-09-04 04:54:23.000000011,PARTIAL,2024-09
2613 Software and Applications Programmers,95,70.0,2026-07-10 04:55:47.999999769,66.0,2024-11-05 04:56:36.999999905,PARTIAL,2024-09
2613 Software and Applications Programmers,100,4.0,2025-12-25 04:56:09.999999879,73.0,2024-11-15 04:54:45.000000129,PARTIAL,2024-09
2613 Software and Applications Programmers,105,0.0,,8.0,2024-08-31 04:52:06.000000049,PARTIAL,2024-09
2613 Software and Applications Programmers,120,0.0,,1.0,2024-04-13 04:46:12.999999881,PARTIAL,2024-09
"2621 Database and Systems Administrators, and ICT Security Specialists",50,1.0,2024-09-27 17:19:03.000000224,0.0,,UNTOUCHED,2024-09
"2621 Database and Systems Administrators, and ICT Security Specialists",55,2.0,2025-02-05 04:57:13.000000150,0.0,,UNTOUCHED,2024-09
"2621 Database and Systems Administrators, and ICT Security Specialists",60,3.0,2024-09-17 13:22:59.000000283,0.0,,UNTOUCHED,2024-09
"2621 Database and Systems Administrators, and ICT Security Specialists",65,17.0,2026-08-17 04:55:06.000000003,0.0,,UNTOUCHED,2024-09
"2621 Database and Systems Administrators, and ICT Security Specialists",70,27.0,2026-07-31 04:56:47.999999964,0.0,,UNTOUCHED,2024-09
"2621 Database and Systems Administrators, and ICT Security Specialists",75,41.0,2026-07-17 04:59:30.999999716,0.0,,UNTOUCHED,2024-09
"2621 Database and Systems Administrators, and ICT Security Specialists",80,28.0,2026-06-07 05:05:34.999999935,0.0,,UNTOUCHED,2024-09
"2621 Database and Systems Administrators, and ICT Security Specialists",85,28.0,2025-10-06 11:07:31.000000022,0.0,,UNTOUCHED,2024-09
"2621 Database and Systems Administrators, and ICT Security Specialists",90,20.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2024-09
"2621 Database and Systems Administrators, and ICT Security Specialists",95,3.0,2024-09-30 17:58:10.000000064,0.0,,UNTOUCHED,2024-09
"2621 Database and Systems Administrators, and ICT Security Specialists",100,0.0,,8.0,2024-08-30 04:51:05.000000250,PARTIAL,2024-09
2631 Computer Network Professionals,40,1.0,2026-06-04 04:55:44.999999693,0.0,,UNTOUCHED,2024-09
2631 Computer Network Professionals,45,1.0,2024-09-30 19:04:58.999999903,0.0,,UNTOUCHED,2024-09
2631 Computer Network Professionals,55,1.0,2024-09-26 17:25:22.000000814,0.0,,UNTOUCHED,2024-09
2631 Computer Network Professionals,60,2.0,2025-12-26 04:55:55.000000148,0.0,,UNTOUCHED,2024-09
2631 Computer Network Professionals,65,26.0,2026-08-18 04:56:31.999999989,0.0,,UNTOUCHED,2024-09
2631 Computer Network Professionals,70,35.0,2026-08-16 04:58:10.999999873,0.0,,UNTOUCHED,2024-09
2631 Computer Network Professionals,75,65.0,2026-06-13 04:55:23.999999810,0.0,,UNTOUCHED,2024-09
2631 Computer Network Professionals,80,54.0,2026-05-31 04:55:58.000000215,0.0,,UNTOUCHED,2024-09
2631 Computer Network Professionals,85,30.0,2025-11-21 04:55:10.000000315,0.0,,UNTOUCHED,2024-09
2631 Computer Network Professionals,90,29.0,2026-05-04 05:07:14.999999424,0.0,,UNTOUCHED,2024-09
2631 Computer Network Professionals,95,12.0,2025-03-28 06:19:04.999999851,0.0,,UNTOUCHED,2024-09
2631 Computer Network Professionals,100,0.0,,18.0,2024-09-04 04:54:23.000000011,PARTIAL,2024-09
2631 Computer Network Professionals,105,0.0,,1.0,2024-08-13 04:54:34.000000070,PARTIAL,2024-09
2633 Telecommunications Engineering Professionals,45,1.0,2025-10-09 04:55:10.000000315,0.0,,UNTOUCHED,2024-09
2633 Telecommunications Engineering Professionals,55,2.0,2026-04-15 04:56:52.000000267,0.0,,UNTOUCHED,2024-09
2633 Telecommunications Engineering Professionals,60,2.0,2025-08-14 04:55:04.000000163,0.0,,UNTOUCHED,2024-09
2633 Telecommunications Engineering Professionals,65,29.0,2026-07-17 04:59:30.999999716,0.0,,UNTOUCHED,2024-09
2633 Telecommunications Engineering Professionals,70,15.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2024-09
2633 Telecommunications Engineering Professionals,75,31.0,2026-06-20 04:54:59.999999860,0.0,,UNTOUCHED,2024-09
2633 Telecommunications Engineering Professionals,80,23.0,2026-03-13 04:55:45.999999929,0.0,,UNTOUCHED,2024-09
2633 Telecommunications Engineering Professionals,85,15.0,2026-08-18 04:56:31.999999989,0.0,,UNTOUCHED,2024-09
2633 Telecommunications Engineering Professionals,90,4.0,2024-09-09 21:21:45.999999771,15.0,2024-11-05 04:56:36.999999905,CLEARED,2024-09
2633 Telecommunications Engineering Professionals,95,2.0,2025-02-15 06:26:14.000000182,9.0,2024-09-04 04:54:23.000000011,PARTIAL,2024-09
2713 Solicitors,65,3.0,2024-09-25 13:54:21.999999775,0.0,,UNTOUCHED,2024-09
2713 Solicitors,70,7.0,2025-11-28 04:55:26.000000281,0.0,,UNTOUCHED,2024-09
2713 Solicitors,75,9.0,2025-07-18 04:55:55.000000148,0.0,,UNTOUCHED,2024-09
2713 Solicitors,80,11.0,2026-02-18 04:55:07.000000239,0.0,,UNTOUCHED,2024-09
2713 Solicitors,85,16.0,2025-08-20 04:55:26.999999886,0.0,,UNTOUCHED,2024-09
2713 Solicitors,90,6.0,2024-11-04 04:57:00.999999855,7.0,2024-11-05 04:56:36.999999905,CLEARED,2024-09
2713 Solicitors,95,1.0,2024-09-28 09:49:15.999999493,8.0,2024-08-21 03:40:53.000000094,PARTIAL,2024-09
2723 Psychologists,65,1.0,2024-07-12 11:11:01.000000078,0.0,,UNTOUCHED,2024-09
2723 Psychologists,70,2.0,2024-09-12 18:50:24.000000302,0.0,,UNTOUCHED,2024-09
2723 Psychologists,80,1.0,2024-09-09 15:24:10.999999725,10.0,2024-08-29 12:42:19.000000080,PARTIAL,2024-09
2723 Psychologists,85,0.0,,7.0,2024-09-05 08:47:58.999999931,PARTIAL,2024-09
2723 Psychologists,90,0.0,,3.0,2024-08-26 04:53:25.000000287,PARTIAL,2024-09
2725 Social Workers,65,11.0,2026-07-08 04:55:23.000000206,0.0,,UNTOUCHED,2024-09
