AsAt,OccGroup,Score,n,maxsub,minsub
08/2025,2334 Electronics Engineers,65,153,45898.07359467592,45173.00779722222
08/2025,2334 Electronics Engineers,75,178,45897.65383434028,45169.05776898148
08/2025,2334 Electronics Engineers,70,165,45897.59038055556,45180.65409189815
08/2025,2334 Electronics Engineers,80,167,45893.77168194445,45184.044479317134
08/2025,2334 Electronics Engineers,95,11,45900.28131681713,45216.52565454861
08/2025,2334 Electronics Engineers,90,65,45888.745847604165,45205.112741666664
08/2025,2334 Electronics Engineers,85,135,45899.77112233796,45173.75511570602
08/2025,2334 Electronics Engineers,55,20,45889.70646678241,45206.56365679398
08/2025,2334 Electronics Engineers,60,45,45900.244218865744,45201.14324502315
08/2025,2334 Electronics Engineers,50,12,45876.53925362269,45306.17419239583
08/2025,2334 Electronics Engineers,45,3,45847.726243206016,45574.71778144676
08/2025,3232 Metal Fitters and Machinists,65,32,45890.64575077546,45366.71220454861
08/2025,3232 Metal Fitters and Machinists,75,14,45875.225012615745,45321.92178379629
08/2025,3232 Metal Fitters and Machinists,70,19,45890.85340555556,45230.706501967594
08/2025,3232 Metal Fitters and Machinists,80,1,45402.311845833334,45402.311845833334
08/2025,3232 Metal Fitters and Machinists,85,3,45880.80923171296,45609.13899047454
08/2025,3232 Metal Fitters and Machinists,55,6,45875.66405162037,45391.73651458333
08/2025,3232 Metal Fitters and Machinists,60,1,45792.7303809375,45792.7303809375
08/2025,3232 Metal Fitters and Machinists,50,2,45548.9662494213,45312.240789930554
08/2025,3232 Metal Fitters and Machinists,40,1,45873.66949212963,45873.66949212963
08/2025,3232 Metal Fitters and Machinists,45,2,45858.034895983794,45645.13128263889
08/2025,2631 Computer Network Professionals,65,201,45900.91074313657,45170.812671099535
08/2025,2631 Computer Network Professionals,75,365,45900.98391388889,45169.84045949074
08/2025,2631 Computer Network Professionals,70,222,45900.955354942125,45170.74695833333
08/2025,2631 Computer Network Professionals,80,267,45895.7707662037,45171.62216582176
08/2025,2631 Computer Network Professionals,95,128,45894.905222719906,45177.43919016204
08/2025,2631 Computer Network Professionals,90,222,45896.49090413195,45175.58737619213
08/2025,2631 Computer Network Professionals,85,251,45898.79434528935,45174.65879690972
08/2025,2631 Computer Network Professionals,55,16,45875.70718831019,45238.598803437504
08/2025,2631 Computer Network Professionals,60,44,45881.02190517361,45174.5459537037
08/2025,2631 Computer Network Professionals,50,5,45806.88905636574,45233.67195015046
08/2025,2631 Computer Network Professionals,100,31,45881.56481886574,45238.52027728009
08/2025,2631 Computer Network Professionals,40,1,45552.13451230324,45552.13451230324
08/2025,2631 Computer Network Professionals,45,2,45785.72973391204,45701.69686736111
08/2025,"2342 Chemists, and Food and Wine Scientists",65,79,45897.66206072917,45189.936726388885
08/2025,"2342 Chemists, and Food and Wine Scientists",75,84,45899.83280859954,45227.73356998843
08/2025,"2342 Chemists, and Food and Wine Scientists",70,94,45891.702703703704,45170.22885922454
08/2025,"2342 Chemists, and Food and Wine Scientists",80,63,45890.823035381945,45182.07604417824
08/2025,"2342 Chemists, and Food and Wine Scientists",95,1,45893.465197337966,45893.465197337966
08/2025,"2342 Chemists, and Food and Wine Scientists",90,24,45895.81941678241,45208.483097951386
08/2025,"2342 Chemists, and Food and Wine Scientists",85,65,45895.64086241898,45175.87943854167
08/2025,"2342 Chemists, and Food and Wine Scientists",55,7,45847.85392149306,45257.91100100694
08/2025,"2342 Chemists, and Food and Wine Scientists",60,15,45898.68732653935,45197.679854016205
08/2025,"2342 Chemists, and Food and Wine Scientists",50,3,45822.57111762732,45250.589047800924
08/2025,2713 Solicitors,65,28,45893.86586770833,45213.02045960648
08/2025,2713 Solicitors,75,61,45897.6917290162,45208.55561728009
08/2025,2713 Solicitors,70,59,45891.50842063657,45208.68529417824
08/2025,2713 Solicitors,80,68,45895.85515671296,45169.71155917824
08/2025,2713 Solicitors,90,32,45898.80027681713,45273.77131084491
08/2025,2713 Solicitors,85,97,45900.77162384259,45200.72826747685
08/2025,2713 Solicitors,55,3,45842.15574609954,45426.75463946759
08/2025,2713 Solicitors,60,8,45853.6340712963,45442.68204915509
08/2025,2713 Solicitors,50,2,45668.526434837964,45570.23593244213
08/2025,2331 Chemical and Materials Engineers,65,85,45900.27714710648,45221.136524340276
08/2025,2331 Chemical and Materials Engineers,75,111,45897.75652056713,45184.63255462963
08/2025,2331 Chemical and Materials Engineers,70,104,45895.631872025464,45170.225713541666
08/2025,2331 Chemical and Materials Engineers,80,119,45897.6061590625,45187.68509699074
08/2025,2331 Chemical and Materials Engineers,95,3,45893.478396527775,45856.27040821759
08/2025,2331 Chemical and Materials Engineers,90,35,45897.703650497686,45190.38681322917
08/2025,2331 Chemical and Materials Engineers,85,113,45898.709017326386,45193.009087962964
08/2025,2331 Chemical and Materials Engineers,55,7,45890.701431284724,45670.715426932875
08/2025,2331 Chemical and Materials Engineers,60,17,45866.55008854167,45240.71835501157
08/2025,2331 Chemical and Materials Engineers,50,2,45814.015420254625,45304.103927627315
08/2025,2331 Chemical and Materials Engineers,40,1,45892.695323148146,45892.695323148146
08/2025,2331 Chemical and Materials Engineers,45,1,45188.6400659375,45188.6400659375
08/2025,3123 Electrical Engineering Draftspersons and Technicians,65,35,45875.834867094905,45357.24287627315
08/2025,3123 Electrical Engineering Draftspersons and Technicians,75,31,45895.4783494213,45169.73555135417
08/2025,3123 Electrical Engineering Draftspersons and Technicians,70,35,45882.02235454861,45453.67621288195
08/2025,3123 Electrical Engineering Draftspersons and Technicians,80,14,45806.75102268519,45187.61393799768
08/2025,3123 Electrical Engineering Draftspersons and Technicians,90,7,45733.63240744213,45446.88996674769
08/2025,3123 Electrical Engineering Draftspersons and Technicians,85,17,45891.77775115741,45246.84038657408
08/2025,3123 Electrical Engineering Draftspersons and Technicians,55,4,45630.91429502315,45497.93674722222
08/2025,3123 Electrical Engineering Draftspersons and Technicians,60,10,45832.95326809028,45593.93532167824
08/2025,2333 Electrical Engineers,65,243,45900.298558912036,45183.62464707176
08/2025,2333 Electrical Engineers,75,281,45897.89135980324,45192.79617233796
08/2025,2333 Electrical Engineers,70,263,45899.69851628472,45176.50682137732
08/2025,2333 Electrical Engineers,80,262,45900.75060150463,45173.533586805555
08/2025,2333 Electrical Engineers,95,28,45898.706990659724,45179.880866817126
08/2025,2333 Electrical Engineers,90,92,45897.863522025465,45191.28814128472
08/2025,2333 Electrical Engineers,85,220,45900.7462212963,45173.63329386574
08/2025,2333 Electrical Engineers,55,28,45873.41582743055,45180.7287306713
08/2025,2333 Electrical Engineers,60,66,45899.84100266204,45246.66448445602
08/2025,2333 Electrical Engineers,50,7,45628.88539730324,45273.1017540162
08/2025,2333 Electrical Engineers,100,9,45875.67612743055,45405.51715922454
08/2025,2333 Electrical Engineers,105,1,45722.56630987269,45722.56630987269
08/2025,2333 Electrical Engineers,45,6,45739.81065292824,45212.66891921296
08/2025,2321 Architects and Landscape Architects,65,84,45896.51951304398,45217.670222256944
08/2025,2321 Architects and Landscape Architects,75,151,45897.48715609954,45173.63906253473
08/2025,2321 Architects and Landscape Architects,70,143,45895.64706122685,45208.5810556713
08/2025,2321 Architects and Landscape Architects,80,99,45895.789805127315,45208.973486145835
08/2025,2321 Architects and Landscape Architects,90,14,45859.95894077546,45587.529104594905
08/2025,2321 Architects and Landscape Architects,85,62,45881.90403005787,45456.920466006944
08/2025,2321 Architects and Landscape Architects,55,3,45707.80296674769,45336.679928819445
08/2025,2321 Architects and Landscape Architects,60,15,45900.87872658565,45222.848896875
08/2025,2531 General Practitioners and Resident Medical officers,65,19,45775.860807986115,45187.30563769676
08/2025,2531 General Practitioners and Resident Medical officers,75,60,45898.5810244213,45274.8320159375
08/2025,2531 General Practitioners and Resident Medical officers,70,40,45900.67474325231,45307.48179039352
08/2025,2531 General Practitioners and Resident Medical officers,80,25,45898.37180547454,45341.97944340278
08/2025,2531 General Practitioners and Resident Medical officers,90,2,45896.854297997685,45896.44341921296
08/2025,2531 General Practitioners and Resident Medical officers,85,4,45900.501392708335,45308.58739027778
08/2025,2531 General Practitioners and Resident Medical officers,55,2,45628.05807103009,45528.0105880787
08/2025,2531 General Practitioners and Resident Medical officers,60,7,45898.92509603009,45463.971851932874
08/2025,2531 General Practitioners and Resident Medical officers,50,1,45636.7699900463,45636.7699900463
08/2025,2247 Management and Organisation Analysts,65,26,45897.58813533565,45200.51626600695
08/2025,2247 Management and Organisation Analysts,75,51,45890.57950914352,45201.04525274305
08/2025,2247 Management and Organisation Analysts,70,29,45894.7897459838,45181.80736721065
08/2025,2247 Management and Organisation Analysts,80,57,45896.49679517361,45172.68715563657
08/2025,2247 Management and Organisation Analysts,90,25,45898.47188923611,45235.67899853009
08/2025,2247 Management and Organisation Analysts,85,71,45891.92788981482,45252.95215046297
08/2025,2247 Management and Organisation Analysts,55,1,45900.46085795139,45900.46085795139
08/2025,2247 Management and Organisation Analysts,60,3,45887.64750049768,45775.937515046295
08/2025,2247 Management and Organisation Analysts,50,1,45851.95322361111,45851.95322361111
08/2025,2347 Veterinarians,65,11,45879.020628969905,45216.42158434028
08/2025,2347 Veterinarians,75,18,45900.20987820602,45235.291609293985
08/2025,2347 Veterinarians,70,5,45891.83905524306,45355.564329085646
08/2025,2347 Veterinarians,80,20,45890.76132334491,45310.718546261574
08/2025,2347 Veterinarians,90,9,45892.97418020833,45313.597748645836
08/2025,2347 Veterinarians,85,24,45890.51383221065,45268.436250810184
08/2025,2414 Secondary School Teachers,65,106,45894.99415486111,45272.9549375
08/2025,2414 Secondary School Teachers,75,153,45898.35649690972,45224.82059270833
08/2025,2414 Secondary School Teachers,70,167,45897.733916666664,45261.71933059028
08/2025,2414 Secondary School Teachers,80,127,45898.68505760417,45274.55579100695
08/2025,2414 Secondary School Teachers,85,14,45895.907242511574,45271.53969297453
08/2025,2414 Secondary School Teachers,55,4,45878.319578622686,45412.48134510417
08/2025,2414 Secondary School Teachers,60,19,45890.76039869213,45287.58842010416
08/2025,2414 Secondary School Teachers,50,3,45872.34682774305,45607.74236038195
08/2025,1341 Child Care Centre Managers,65,3,45739.017178159724,45547.635732372684
08/2025,1341 Child Care Centre Managers,75,1,45294.34077523148,45294.34077523148
08/2025,1341 Child Care Centre Managers,70,6,45842.65833275463,45611.68506704861
08/2025,1341 Child Care Centre Managers,80,1,45546.53739297454,45546.53739297454
08/2025,1341 Child Care Centre Managers,60,1,45488.58068591435,45488.58068591435
08/2025,"2241 Actuaries, Mathematicians and Statisticians",65,25,45897.700015358794,45390.790814583335
08/2025,"2241 Actuaries, Mathematicians and Statisticians",75,52,45883.50718449074,45230.85399024306
08/2025,"2241 Actuaries, Mathematicians and Statisticians",70,46,45893.789076354165,45191.74710008102
08/2025,"2241 Actuaries, Mathematicians and Statisticians",80,59,45895.02867491898,45208.575869872686
08/2025,"2241 Actuaries, Mathematicians and Statisticians",90,48,45899.7116837963,45190.77078784722
08/2025,"2241 Actuaries, Mathematicians and Statisticians",85,81,45898.83050601852,45186.9084672801
08/2025,"2241 Actuaries, Mathematicians and Statisticians",60,7,45795.72160413195,45437.82681357639
08/2025,"2241 Actuaries, Mathematicians and Statisticians",40,1,45833.515822534726,45833.515822534726
08/2025,3331 Glaziers,60,1,45782.53001041667,45782.53001041667
08/2025,2421 University Lecturers and Tutors,65,145,45898.90980552083,45190.58420482639
08/2025,2421 University Lecturers and Tutors,75,152,45898.61201921296,45176.09635003472
08/2025,2421 University Lecturers and Tutors,70,127,45897.7518908912,45194.74144027778
08/2025,2421 University Lecturers and Tutors,80,140,45896.588605983794,45182.9219627662
08/2025,2421 University Lecturers and Tutors,90,4,45897.72311346065,45754.51151253472
08/2025,2421 University Lecturers and Tutors,85,30,45898.62358865741,45205.659875694444
08/2025,2421 University Lecturers and Tutors,55,20,45838.82150096065,45186.27786145834
08/2025,2421 University Lecturers and Tutors,60,37,45887.695755787034,45194.84092491898
08/2025,2421 University Lecturers and Tutors,100,1,45899.663047106485,45899.663047106485
08/2025,2421 University Lecturers and Tutors,105,1,45875.54639293982,45875.54639293982
08/2025,2421 University Lecturers and Tutors,45,1,45523.90889232639,45523.90889232639
08/2025,2633 Telecommunications Engineering Professionals,65,96,45895.635588310186,45185.783111145836
08/2025,2633 Telecommunications Engineering Professionals,75,179,45900.9640184838,45177.52227789352
08/2025,2633 Telecommunications Engineering Professionals,70,77,45882.70770046296,45186.64685972223
08/2025,2633 Telecommunications Engineering Professionals,80,108,45890.46107619213,45196.765719097224
08/2025,2633 Telecommunications Engineering Professionals,95,11,45880.79650069444,45409.77176350694
08/2025,2633 Telecommunications Engineering Professionals,90,46,45891.67386207176,45192.59822581019
08/2025,2633 Telecommunications Engineering Professionals,85,94,45899.69651184028,45181.753131018515
08/2025,2633 Telecommunications Engineering Professionals,55,10,45811.67011038194,45356.74477978009
08/2025,2633 Telecommunications Engineering Professionals,60,23,45828.58356550926,45176.133212650464
08/2025,2633 Telecommunications Engineering Professionals,50,4,45758.512514201386,45475.890671064815
08/2025,2633 Telecommunications Engineering Professionals,100,1,45783.82340949074,45783.82340949074
08/2025,2633 Telecommunications Engineering Professionals,45,2,45571.43674398148,45541.51372538194
08/2025,1332 Engineering Managers,65,45,45893.01386006945,45279.01064216435
08/2025,1332 Engineering Managers,75,40,45892.56406107639,45190.86605130787
08/2025,1332 Engineering Managers,70,43,45900.86853244213,45197.94938414352
08/2025,1332 Engineering Managers,80,14,45894.941804166665,45501.779047337965
08/2025,1332 Engineering Managers,85,17,45895.538098460645,45257.94077569444
08/2025,1332 Engineering Managers,55,8,45890.801959027776,45580.97142577546
08/2025,1332 Engineering Managers,60,6,45867.79313336805,45593.97631770834
08/2025,1332 Engineering Managers,50,2,45675.90780347222,45608.93265509259
08/2025,1332 Engineering Managers,40,1,45700.34612002315,45700.34612002315
08/2025,1332 Engineering Managers,45,1,45572.9827497338,45572.9827497338
